fixture_id,type,resource_kind,domain,scope,multi_hop,source_reference,api_reference,expected_paths,yaml_syntactic,yaml_schema,so_question_id,so_answer_score,so_url,gt_nodes_count
cronjob_job_pod,relationship,CronJob,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,10,,,,,,10
deep_deployment_container_resources,relationship,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,33,,,,,,29
deep_statefulset_container_probe,relationship,StatefulSet,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/statefulset/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,47,,,,,,42
deployment_pod_relation,relationship,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,32,,,,,,29
extends_hpa_metric,relationship,HorizontalPodAutoscaler,Autoscaling,Namespaced,True,https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,50,,,,,,46
hpa_deployment_pod,relationship,HorizontalPodAutoscaler,Autoscaling,Namespaced,True,https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,50,,,,,,46
ingress_service_pod,relationship,Ingress,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/ingress/,https://kubernetes.io/docs/reference/kubernetes-api/service-resources/,23,,,,,,22
namespace_quota_relation,relationship,Namespace,Cluster,Cluster,True,https://kubernetes.io/docs/concepts/overview/working-with-objects/namespaces/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,5,,,,,,6
networkpolicy_pod_selector,relationship,NetworkPolicy,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/network-policies/,https://kubernetes.io/docs/reference/kubernetes-api/service-resources/,9,,,,,,8
oneof_volume_source,relationship,Volume,Storage,Namespaced,True,https://kubernetes.io/docs/concepts/storage/volumes/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,59,,,,,,46
pod_namespace_relation,relationship,Pod,Workload,Namespaced,False,https://kubernetes.io/docs/concepts/workloads/pods/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,111,,,,,,87
pvc_storageclass,relationship,PersistentVolumeClaim,Storage,Namespaced,True,https://kubernetes.io/docs/concepts/storage/persistent-volumes/#persistentvolumeclaims,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,14,,,,,,14
rbac_binding,relationship,RoleBinding,Access Control,Namespaced,True,https://kubernetes.io/docs/reference/access-authn-authz/rbac/#rolebinding-and-clusterrolebinding,https://kubernetes.io/docs/reference/kubernetes-api/authorization-resources/,7,,,,,,8
secret_usage,relationship,Secret,Configuration,Namespaced,True,https://kubernetes.io/docs/concepts/configuration/secret/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,4,,,,,,5
service_selector,relationship,Service,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/service/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,42,,,,,,38
serviceaccount_token_binding,relationship,ServiceAccount,Access Control,Namespaced,True,https://kubernetes.io/docs/concepts/security/service-accounts/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,4,,,,,,5
statefulset_pvc_pv,relationship,StatefulSet,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/statefulset/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,46,,,,,,41
crashloopbackoff_oomkilled,troubleshooting,Pod,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/pods/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,112,,,,,,87
deployment_rollout_stuck,troubleshooting,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,32,,,,,,29
imagepullbackoff_registry_secret,troubleshooting,Pod,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/pods/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,111,,,,,,86
pod_pending_no_resources,troubleshooting,Pod,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/pods/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,111,,,,,,86
service_no_endpoints,troubleshooting,Service,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/service/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,43,,,,,,39
clusterrole_read_pods,yaml_gen,ClusterRole,Access Control,Cluster,False,https://kubernetes.io/docs/reference/access-authn-authz/rbac/#role-and-clusterrole,https://kubernetes.io/docs/reference/kubernetes-api/authorization-resources/,4,,,,,,5
clusterrolebinding_yaml,yaml_gen,ClusterRoleBinding,Access Control,Cluster,True,https://kubernetes.io/docs/reference/access-authn-authz/rbac/#rolebinding-and-clusterrolebinding,https://kubernetes.io/docs/reference/kubernetes-api/authorization-resources/,9,True,True,,,,10
configmap_env,yaml_gen,ConfigMap,Configuration,Namespaced,False,https://kubernetes.io/docs/concepts/configuration/configmap/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,0,,,,,,1
cronjob_backup,yaml_gen,CronJob,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,10,True,True,,,,10
daemonset_fluentd,yaml_gen,DaemonSet,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/daemonset/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,31,True,True,,,,29
deployment_3_replicas,yaml_gen,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,32,True,True,,,,29
deployment_liveness_probe,yaml_gen,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,32,True,True,,,,30
ingress_rules,yaml_gen,Ingress,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/ingress/,https://kubernetes.io/docs/reference/kubernetes-api/service-resources/,21,True,True,,,,21
networkpolicy_deny_all,yaml_gen,NetworkPolicy,Networking,Namespaced,False,https://kubernetes.io/docs/concepts/services-networking/network-policies/,https://kubernetes.io/docs/reference/kubernetes-api/service-resources/,9,True,True,,,,8
pod_configmap_volume,yaml_gen,Pod,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/pods/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,111,True,True,,,,86
pvc_dynamic,yaml_gen,PersistentVolumeClaim,Storage,Namespaced,False,https://kubernetes.io/docs/concepts/storage/persistent-volumes/#persistentvolumeclaims,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,14,True,True,,,,14
rolebinding_dev,yaml_gen,RoleBinding,Access Control,Namespaced,False,https://kubernetes.io/docs/reference/access-authn-authz/rbac/#rolebinding-and-clusterrolebinding,https://kubernetes.io/docs/reference/kubernetes-api/authorization-resources/,7,True,True,,,,8
service_nodeport,yaml_gen,Service,Networking,Namespaced,True,https://kubernetes.io/docs/concepts/services-networking/service/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,42,True,True,,,,38
statefulset_with_pvc,yaml_gen,StatefulSet,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/statefulset/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,46,True,True,,,,41
yaml_layer3_required_fields,yaml_gen,Deployment,Workload,Namespaced,True,https://kubernetes.io/docs/concepts/workloads/controllers/deployment/,https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/,32,True,True,,,,29
